scenario,run,algorithm,fe,objective
S2,1,RFOTO-ABC,419,0.2738115838049804
S2,1,RFOTO-ABC,424,0.2738115838049804
S2,1,RFOTO-ABC,429,0.2738115838049804
S2,1,RFOTO-ABC,434,0.2738115838049804
S2,1,RFOTO-ABC,439,0.2738115838049804
S2,1,RFOTO-ABC,444,0.2738115838049804
S2,1,RFOTO-ABC,449,0.2738115838049804
S2,1,RFOTO-ABC,454,0.2738115838049804
S2,1,RFOTO-ABC,459,0.2738115838049804
S2,1,RFOTO-ABC,464,0.2738115838049804
S2,1,RFOTO-ABC,469,0.2738115838049804
S2,1,RFOTO-ABC,474,0.2738115838049804
S2,1,RFOTO-ABC,479,0.2738115838049804
S2,1,RFOTO-ABC,484,0.2738115838049804
S2,1,RFOTO-ABC,489,0.2738115838049804
S2,1,RFOTO-ABC,494,0.2738115838049804
S2,1,RFOTO-ABC,499,0.2738115838049804
S2,1,Standard-ABC,14,0.6291158404288388
S2,1,Standard-ABC,19,0.6291158404288388
S2,1,Standard-ABC,24,0.6291158404288388
S2,1,Standard-ABC,29,0.6291158404288388
S2,1,Standard-ABC,34,0.6291158404288388
S2,1,Standard-ABC,39,0.6291158404288388
S2,1,Standard-ABC,44,0.6291158404288388
S2,1,Standard-ABC,49,0.622567153105982
S2,1,Standard-ABC,54,0.622567153105982
S2,1,Standard-ABC,59,0.622567153105982
S2,1,Standard-ABC,64,0.622567153105982
S2,1,Standard-ABC,69,0.622567153105982
S2,1,Standard-ABC,74,0.622567153105982
S2,1,Standard-ABC,79,0.622567153105982
S2,1,Standard-ABC,84,0.622567153105982
S2,1,Standard-ABC,89,0.622567153105982
S2,1,Standard-ABC,94,0.622567153105982
S2,1,Standard-ABC,99,0.622567153105982
S2,1,Standard-ABC,104,0.622567153105982
S2,1,Standard-ABC,109,0.622567153105982
S2,1,Standard-ABC,114,0.622567153105982
S2,1,Standard-ABC,119,0.622567153105982
S2,1,Standard-ABC,124,0.622567153105982
S2,1,Standard-ABC,129,0.622567153105982
S2,1,Standard-ABC,134,0.622567153105982
S2,1,Standard-ABC,139,0.622567153105982
S2,1,Standard-ABC,144,0.5997651268972864
S2,1,Standard-ABC,149,0.5997651268972864
S2,1,Standard-ABC,154,0.5941124231144342
S2,1,Standard-ABC,159,0.5941124231144342
S2,1,Standard-ABC,164,0.5922201396380528
S2,1,Standard-ABC,169,0.5922201396380528
S2,1,Standard-ABC,174,0.5922201396380528
S2,1,Standard-ABC,179,0.5922201396380528
S2,1,Standard-ABC,184,0.5792679757522101
