scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,parameter,value
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6696767000248656,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,fairness_strength,0.0
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.696942700073123,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,fairness_strength,0.0
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.758593300008215,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,fairness_strength,0.0
S4,4,RFOTO-ABC,0.2571572488556984,0.6453713931865053,1.5391424154926183,0.08772625761871074,0.9,0.1,0.06549294302891884,0.9991181408719305,0.0008818591280695665,1.0186901046962793,0.9853817465236876,0.6911407850609577,0.3853131959798628,0.12179949497689796,0.82,0.724700800026767,280,1,0.5689618784751942,0.6552380176047627,0.0008818591280695665,0.05704786699649858,0.014618253476312404,fairness_strength,0.0
S4,5,RFOTO-ABC,0.26523043471517005,0.6767869878483898,1.6453985033220013,0.09705758986284074,0.86,0.14,0.07389775951201369,0.999045966945847,0.0009540330541529995,1.0199655893894146,0.9844312967651248,0.6887131733862737,0.3304339746101377,0.12575738963315014,0.82,0.7122514999937266,280,1,0.582131006458916,0.6772129211035243,0.0009540330541529995,0.06235853135540209,0.015568703234875247,fairness_strength,0.0
S4,0,RFOTO-ABC,0.3238327643941604,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.6980995000340044,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,fairness_strength,0.5
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6628215999808162,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,fairness_strength,0.5
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.71088119992055,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,fairness_strength,0.5
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.7766024000011384,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,fairness_strength,0.5
S4,4,RFOTO-ABC,0.25858103702900687,0.6457255006940165,1.6068852671469527,0.08881744841770545,0.9,0.1,0.06502633997364196,0.9991408919078951,0.000859108092105002,1.0184487682881906,0.9855490524153857,0.6936442515726303,0.3853131959798628,0.121090212279161,0.82,0.7059888999210671,280,1,0.5690184522337447,0.6653193346181325,0.000859108092105002,0.056756240086950537,0.014450947584614293,fairness_strength,0.5
S4,5,RFOTO-ABC,0.2653040424460127,0.6770793071376269,1.6453985033220013,0.09711032532806152,0.86,0.14,0.07389775951201369,0.9990378451047103,0.0009621548952896919,1.0199863504944746,0.984431285233875,0.6887131733862737,0.3304339746101377,0.12575743694195343,0.82,0.711385800037533,280,1,0.5822390624270377,0.6775127053761736,0.0009621548952896919,0.06235853135540209,0.01556871476612498,fairness_strength,0.5
S4,0,RFOTO-ABC,0.3238327643941604,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.702328099985607,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,fairness_strength,1.0
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6737078999867663,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,fairness_strength,1.0
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.6817177999764681,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,fairness_strength,1.0
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.8013287000358105,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,fairness_strength,1.0
S4,4,RFOTO-ABC,0.2586767503421871,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.7318869000300765,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,fairness_strength,1.0
S4,5,RFOTO-ABC,0.2651443771916965,0.6737876376816425,1.6453985033220013,0.09803335377797313,0.86,0.14,0.07272876241868771,0.9990698809799773,0.0009301190200226628,1.0196934654349974,0.9846120279305774,0.6887131733862737,0.3304339746101377,0.1250138488828903,0.82,0.7010850999504328,280,1,0.5787489433098857,0.6836552565055054,0.0009301190200226628,0.061658533095925463,0.01538797206942255,fairness_strength,1.0
S4,0,RFOTO-ABC,0.30258112105199686,0.6547704642923351,1.2969151917735084,0.08583509792421504,0.85,0.15,0.08047334664308,0.9978454330125679,0.0021545669874319705,1.0346727220941663,0.9832148766970465,0.6715050465125695,0.2872373808768982,0.13065861413142385,0.81,0.6928562000393867,280,1,0.6348916642364995,0.8208066559903271,0.0021545669874319705,0.07115409880557405,0.016785123302953453,fairness_strength,2.0
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6938423999818042,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,fairness_strength,2.0
S4,2,RFOTO-ABC,0.2730976984987481,0.6827488356343262,2.135878478936465,0.0761335238113528,0.86,0.14,0.12191006895542746,0.9976283859006122,0.0023716140993878688,1.02774567386217,0.9750167878573762,0.5695081417485217,0.23860879579044939,0.1600730025162631,0.84,0.6763534999918193,280,1,0.5851160959887651,0.6386556970077829,0.0023716140993878688,0.10719406123647295,0.02498321214262378,fairness_strength,2.0
S4,3,RFOTO-ABC,0.2921328351338951,0.6085776232827006,1.2591009970019678,0.06872809151077579,0.9,0.1,0.0994748850928388,0.998637295324058,0.0013627046759418838,1.0173722025832963,0.9792149116249742,0.56805549477151,0.24201108960011772,0.1456924104009872,0.86,0.7309955999953672,280,1,0.6462478817363123,0.5929676783305508,0.0013627046759418838,0.1529416350351689,0.020785088375025795,fairness_strength,2.0
S4,4,RFOTO-ABC,0.2592588691023829,0.6451077842894801,1.3236492959828097,0.08807287732959189,0.9,0.1,0.06264151752970384,0.9990647828701938,0.0009352171298062551,1.0186295284724263,0.9859836023368577,0.6911407850609577,0.3853131959798628,0.11922940016910935,0.82,0.7506269000004977,280,1,0.5670214367774438,0.6759838354514466,0.0009352171298062551,0.05526572605948922,0.014016397663142333,fairness_strength,2.0
S4,5,RFOTO-ABC,0.2653305446053406,0.6749496844806311,1.6453985033220013,0.09757422907499912,0.87,0.13,0.07286464607643443,0.9990672062756423,0.0009327937243577644,1.0196227460110159,0.9844732248283117,0.6887131733862737,0.3304339746101377,0.1255852625193544,0.83,0.778089200030081,280,1,0.5797958423536357,0.6828735590492891,0.0009327937243577644,0.06173990055565404,0.015526775171688323,fairness_strength,2.0
S4,0,RFOTO-ABC,0.35959679294413804,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.7559322000015527,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,objective_reliability_weight,0.1
S4,1,RFOTO-ABC,0.3508255386652084,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.689663799945265,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,objective_reliability_weight,0.1
S4,2,RFOTO-ABC,0.30365344700444297,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.6870104999979958,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,objective_reliability_weight,0.1
S4,3,RFOTO-ABC,0.3246144751749812,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.798898300039582,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,objective_reliability_weight,0.1
S4,4,RFOTO-ABC,0.28732209612667264,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.6962678999407217,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,objective_reliability_weight,0.1
S4,5,RFOTO-ABC,0.29450151698854915,0.6737876376816425,1.6453985033220013,0.09803335377797313,0.86,0.14,0.07272876241868771,0.9990698809799773,0.0009301190200226628,1.0196934654349974,0.9846120279305774,0.6887131733862737,0.3304339746101377,0.1250138488828903,0.82,0.7167168000014499,280,1,0.5787489433098857,0.6836552565055054,0.0009301190200226628,0.061658533095925463,0.01538797206942255,objective_reliability_weight,0.1
S4,0,RFOTO-ABC,0.3238327643941604,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.7021083000581712,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,objective_reliability_weight,0.2
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6760600000852719,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,objective_reliability_weight,0.2
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.6990990999620408,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,objective_reliability_weight,0.2
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.7897837000200525,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,objective_reliability_weight,0.2
S4,4,RFOTO-ABC,0.2586767503421871,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.6906489999964833,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,objective_reliability_weight,0.2
S4,5,RFOTO-ABC,0.2651443771916965,0.6737876376816425,1.6453985033220013,0.09803335377797313,0.86,0.14,0.07272876241868771,0.9990698809799773,0.0009301190200226628,1.0196934654349974,0.9846120279305774,0.6887131733862737,0.3304339746101377,0.1250138488828903,0.82,0.6948526999913156,280,1,0.5787489433098857,0.6836552565055054,0.0009301190200226628,0.061658533095925463,0.01538797206942255,objective_reliability_weight,0.2
S4,0,RFOTO-ABC,0.2945712864896332,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.6829271999886259,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,objective_reliability_weight,0.3
S4,1,RFOTO-ABC,0.28719358496354525,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6682813999941573,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,objective_reliability_weight,0.3
S4,2,RFOTO-ABC,0.24889975212741916,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.671461799996905,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,objective_reliability_weight,0.3
S4,3,RFOTO-ABC,0.265837515286372,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.7888750000856817,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,objective_reliability_weight,0.3
S4,4,RFOTO-ABC,0.23523964924578994,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.7181499999715015,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,objective_reliability_weight,0.3
S4,5,RFOTO-ABC,0.24112489917608984,0.6737876376816425,1.6453985033220013,0.09803335377797313,0.86,0.14,0.07272876241868771,0.9990698809799773,0.0009301190200226628,1.0196934654349974,0.9846120279305774,0.6887131733862737,0.3304339746101377,0.1250138488828903,0.82,0.6926891999319196,280,1,0.5787489433098857,0.6836552565055054,0.0009301190200226628,0.061658533095925463,0.01538797206942255,objective_reliability_weight,0.3
