suite,scenario,budget,initialization,algorithm,theta,objective_mean,objective_std,violation_rate_mean,violation_rate_std,jain_mean,jain_std,r_hat_mean,r_hat_std,initial_objective_mean,initial_objective_std,initial_to_final_gain_pct_mean,initial_to_final_gain_pct_std,scout_count_mean,scout_count_std,accepted_neighbors_mean,accepted_neighbors_std,runtime_s_mean,runtime_s_std
controlled,S6,1000,greedy,Random-scout,0.8,0.3711948794256846,0.02553403420852673,0.305,0.04923092737828849,0.9702267865167087,0.005877570106364807,0.001341048516559945,0.00041329448356921573,0.379926578273359,0.02659745854230295,2.272091101158761,1.9703440153608331,0.6,0.6805570473787206,187.35,15.190977238929822,4.027541905000544,0.2813720805570989
controlled,S6,1000,greedy,Uniform-allocation,0.8,0.3463983652002335,0.023830856415945997,0.2265,0.037420090297789727,0.9728144571192004,0.004791454365135086,0.00150913795217427,0.0005711391956081203,0.3507397546089289,0.02347953047453313,1.2431902062891305,1.0649662655671615,1.15,0.9880869341680844,184.4,11.24558392858,2.5909053999996106,0.2249904957039482
controlled,S6,1000,random,DE-RK,0.8,0.7666573427168595,0.03412852470102007,0.71775,0.033968832463706605,0.8773088061719163,0.008516045984057847,0.00170236281365194,0.0006918075991292669,0.79016810572443,0.035589322349082846,2.9343687110557353,2.7945262712779018,-1.0,0.0,-1.0,0.0,4.227110254999934,0.2739010174330491
controlled,S6,1000,random,LSHADE-lite,0.8,0.6762605505159724,0.037243358816877195,0.66625,0.03486345545576041,0.8903341698704574,0.00966730181434088,0.001637024238561765,0.0005100737482057784,0.79016810572443,0.035589322349082846,14.4273739288814,2.2771816361920454,-1.0,0.0,-1.0,0.0,4.494930474999637,0.3662798412108669
controlled,S6,1000,random,Plain-ABC,0.8,0.7442101898096668,0.03728141447211541,0.6885,0.026660635282832433,0.881468929545874,0.009141143413765856,0.0020866928694901104,0.0006369750128091955,0.79016810572443,0.035589322349082846,5.812900829202692,2.1611146804137182,0.7,0.7326950970650465,125.45,13.550975882511969,4.261799604999032,0.2754271531985873
controlled,S6,1000,random,RFOTO-ABC,0.8,0.6764557757459013,0.029653732712059355,0.6535,0.033642861133725804,0.8986000931530717,0.008075335546861916,0.002162445211149305,0.0005852284953838712,0.79016810572443,0.035589322349082846,14.354680997179546,2.4112106878218578,0.0,0.0,221.4,11.47720853646364,4.617647894999391,0.3110750066755137
frozen_test,S1,320,greedy,LSHADE-lite,0.8,0.15029598569760036,0.03655948201302815,0.04,0.06198471798078858,0.9956947660080802,0.008764564159857713,0.0013727732201973455,0.001597879411787005,0.1737512663792286,0.06309055710581717,10.76457216358284,10.895023550667048,-1.0,0.0,-1.0,0.0,0.3280733900006453,0.024387892190799294
frozen_test,S1,320,greedy,Offload-then-Allocate,0.8,0.14902356922131643,0.04682625181481437,0.04,0.04757265910937544,0.9935782016542607,0.009148136893468505,0.001386876096979397,0.0016885628226790254,0.1737512663792286,0.06309055710581717,12.043667384209638,15.052362729690392,-1.0,0.0,-1.0,0.0,0.001236290001179395,0.00014329086661282162
frozen_test,S1,320,greedy,Plain-ABC,0.8,0.1544975769629951,0.042348674602368644,0.034999999999999996,0.04616902584383193,0.9944266953804958,0.008906348945283972,0.0011308799180596353,0.0018396382161074139,0.1737512663792286,0.06309055710581717,8.897009981383079,12.275141556694074,0.0,0.0,61.15,7.889199812668615,0.2874625150008796,0.02408542980171387
frozen_test,S1,320,greedy,RFOTO-ABC,0.8,0.1530843674739069,0.04335665507500007,0.045,0.07236602866858978,0.9935547647315766,0.009593289955610287,0.0012401513522321693,0.0024749612742011396,0.1737512663792286,0.06309055710581717,9.684556666759205,13.199329075143796,0.05,0.22360679774997896,68.7,9.257145177758924,0.33417952500094544,0.025810264891318973
